comment,value,organisms,proteins,EC
"#1# SDS-PAGE of recombinant forms CHCR1, CHCR2 including His-tag <5>",34000.0,Cricetulus griseus,#1# ent-kaurene oxidase 1 <5>,1.1.1.231
#3# gel filtration <2>,62000.0,Oryctolagus cuniculus,,1.1.1.231
#3# SDS-PAGE of amidinated enzyme <3>,56000.0,Oryctolagus cuniculus,,1.1.1.231
"#3# 2 * 28000, rabbit, SDS-PAGE <3>",28000.0,Oryctolagus cuniculus,,1.1.1.231
#4# SDs-PAGE of recombinant enzyme <4>,31000.0,Macaca fascicularis,#4# putative oligosaccharyltransferase <4>,1.1.1.231
#1# gel filtration <1>,120000.0,Flavobacterium sp.,,1.1.1.233
#1# SDS-PAGE <1>,29000.0,Flavobacterium sp.,,1.1.1.233
#1# calculated from amino acid sequence <1>,27470.0,Flavobacterium sp.,,1.1.1.233
,40000.0,Sorghum bicolor,['C5YGL7'],1.1.1.234
,37800.0,Sorghum bicolor,['C5YGL7'],1.1.1.234
#1# SDS-PAGE <17>,28400.0,Solanum tuberosum,,1.1.1.236
"#1,4,5,7# calculation from sequence of cDNA <16>",28310.0,Datura stramonium,,1.1.1.236
"#1,4,5,7# calculation from sequence of cDNA <16>",28310.0,Solanum tuberosum,,1.1.1.236
"#1,4,5,7# calculation from sequence of cDNA <16>",28310.0,Atropa belladonna,,1.1.1.236
"#1,4,5,7# calculation from sequence of cDNA <16>",28310.0,Hyoscyamus niger,,1.1.1.236
#24# sequence analysis <20>,28290.0,Anisodus acutangulus,['B2L2W9'],1.1.1.236
,29420.0,Dendrobium nobile,['H9BQR9'],1.1.1.236
"#4# 3 * 27700, SDS-PAGE <9>",27700.0,Datura stramonium,,1.1.1.236
#4# TRII preparation is not yet pure and shows numerous bands <7>,,Datura stramonium,,1.1.1.236
#4# gel filtration <9>,77700.0,Datura stramonium,,1.1.1.236
"#4# 3 * 29000 <9>; #7# 3 * 29000, SDS-PAGE <7,11>; #7# 4 * 29000, SDS-PAGE <7>; #22# x * 29000, recombinant His-tagged enzyme, SDS-PAGE <19>",29000.0,Datura stramonium,,1.1.1.236
"#4# 3 * 29000 <9>; #7# 3 * 29000, SDS-PAGE <7,11>; #7# 4 * 29000, SDS-PAGE <7>; #22# x * 29000, recombinant His-tagged enzyme, SDS-PAGE <19>",29000.0,Hyoscyamus niger,,1.1.1.236
"#4# 3 * 29000 <9>; #7# 3 * 29000, SDS-PAGE <7,11>; #7# 4 * 29000, SDS-PAGE <7>; #22# x * 29000, recombinant His-tagged enzyme, SDS-PAGE <19>",29000.0,Solanum dulcamara,,1.1.1.236
#5# 3 * 27500 <9>,27500.0,Atropa belladonna,,1.1.1.236
,78500.0,Atropa belladonna,,1.1.1.236
"#7# major peak, gel filtration <7>",103000.0,Hyoscyamus niger,,1.1.1.236
"#7# minor peak, gel filtration <7>",69000.0,Hyoscyamus niger,,1.1.1.236
"#7# 2 * 39000, SDS-PAGE <3>",39000.0,Hyoscyamus niger,,1.1.1.236
#7# gel filtration <3>,84000.0,Hyoscyamus niger,,1.1.1.236
,34422.0,Perilla frutescens,['F8RGR8'],1.1.1.237
"#3# 2 * 34000, SDS-PAGE <14>",34000.0,Coleus scutellarioides,['Q65CJ7'],1.1.1.237
#3# calculation from amino acid sequence <5>,34110.0,Coleus scutellarioides,['Q65CJ7'],1.1.1.237
#3# gel filtration <5>,,Coleus scutellarioides,['Q65CJ7'],1.1.1.237
"#3# x * 34113, calculation from nucleotide sequence <5>; #3# 2 * 34113, sequence calculation and crystal structure <8>",34113.0,Coleus scutellarioides,['Q65CJ7'],1.1.1.237
#6# gel filtration <9>,75000.0,Wickerhamia fluorescens,['F1T2J9'],1.1.1.237
"#6# 2 * 40000, SDS-PAGE, 2 * 40300, calculated <9>",40000.0,Wickerhamia fluorescens,['F1T2J9'],1.1.1.237
"#6# 2 * 40000, SDS-PAGE, 2 * 40300, calculated <9>",40300.0,Wickerhamia fluorescens,['F1T2J9'],1.1.1.237
#1# gel filtration <1>,126000.0,Clostridium paraputrificum,,1.1.1.238
#1# agarose gel chromatography and density gradient centrifugation of Triton X-100 solubilized microsomes <9>,176000.0,Cavia porcellus,,1.1.1.239
"#13# recombinant His-tagged enzyme, SDS-PAGE <37>",37000.0,Mesocricetus auratus,['A0A097ZMY7'],1.1.1.239
#7# gel filtration <8>,68000.0,Alcaligenes sp.,,1.1.1.239
"#7# 2 * 32000, SDS-PAGE <8>",32000.0,Alcaligenes sp.,,1.1.1.239
#7# native PAGE <8>,86000.0,Alcaligenes sp.,,1.1.1.239
"#8# gel filtration, native PAGE <7>",59000.0,Ilyonectria destructans,,1.1.1.239
"#8# 2 * 26000, SDS-PAGE <7>",26000.0,Ilyonectria destructans,,1.1.1.239
"#9# partly purified enzyme, gel filtration <10>",130000.0,Streptomyces exfoliatus,,1.1.1.239
#1# gel filtration <10>,160000.0,Vigna radiata var. radiata,#1# fragment CYP153A8 <4>,1.1.1.24
"#1# 3 * 55000, SDS-PAGE <10>",55000.0,Vigna radiata var. radiata,#1# fragment CYP153A8 <4>,1.1.1.24
"#3# 1 * 41000, SDS-PAGE in presence of urea or electrophoresis in presence of cetyltrimethyl ammonium bromide <2>",41000.0,Neurospora crassa,,1.1.1.24
#3# sucrose density gradient centrifugation <2>,42000.0,Neurospora crassa,,1.1.1.24
#4# gel filtration <3>,23000.0,Aspergillus niger,,1.1.1.24
#5# gel filtration <9>,35000.0,Pinus taeda,,1.1.1.24
#9# gel filtration <5>,110000.0,Daucus carota,"#9# isoform YUCCA6 <5,9>",1.1.1.24
"#9# 1 * 40000 + 1 * 60000-63000, SDS-PAGE <5>",40000.0,Daucus carota,"#9# isoform YUCCA6 <5,9>",1.1.1.24
#1# gel filtration <1>,124000.0,Pseudomonas sp.,,1.1.1.240
#1# SDS-PAGE <1>,30000.0,Pseudomonas sp.,,1.1.1.240
#1# gel filtration <2>,120000.0,Rhodococcus erythropolis,,1.1.1.243
"#1# 4 * 40000, SDS-PAGE <2>",40000.0,Rhodococcus erythropolis,,1.1.1.243
#17# gel filtration <18>,420000.0,Lysinibacillus xylanilyticus,,1.1.1.244
"#3# 10 * 43000, SDS-PAGE <1,2,8>; #3# 10 * 43000 <7>",43000.0,Bacillus methanolicus,,1.1.1.244
#3# calculated from electron microscopic analysis and MW of subunit <2>,430000.0,Bacillus methanolicus,,1.1.1.244
"#3# ultracentrifugation sedimentation equilibrium, dissociation occurs during the centrifugation time of 80 h <2>",363000.0,Bacillus methanolicus,,1.1.1.244
#2# gel filtration <4>,145000.0,Nocardia sp.,,1.1.1.245
"#3# gel filtration, isoenzyme II <6>",60000.0,Rhodococcus sp.,,1.1.1.245
"#3# 2 * 28000, SDS-PAGE, isoenzyme II <6>",28000.0,Rhodococcus sp.,,1.1.1.245
#5# SDS-PAGE <8>,150000.0,Saccharolobus solfataricus,,1.1.1.245
"#5# 4 * 37500, SDS-PAGE <8>",37500.0,Saccharolobus solfataricus,,1.1.1.245
"#2# gel filtration <1,3>",35000.0,Papaver somniferum,,1.1.1.247
#1# gel filtration <1>,52000.0,Papaver somniferum,,1.1.1.248
"#17# 1 * 34100, sequence calculation, 1 * 40000, recombinant His6-tagged enzyme, SDS-PAGE <2>",40000.0,Papaver somniferum,['Q071N0'],1.1.1.248
"#17# 1 * 34100, sequence calculation, 1 * 40000, recombinant His6-tagged enzyme, SDS-PAGE <2>",34100.0,Papaver somniferum,['Q071N0'],1.1.1.248
"#17# recombinant enzyme, gel filtration <2>",,Papaver somniferum,['Q071N0'],1.1.1.248
"#18# 1 * 36600, recombinant His-tagged enzyme, SDS-PAGE, 1 * 34050, sequence calculation, the tertiary structure comprises the typical short-chain dehydrogenase/reductase family alpha/beta folding pattern including the four additional helices alphaF-1 to alphaF-4 assumed to prevent the dimerization, modeling and analysis, overview <3>",36600.0,Papaver bracteatum,['A4UHT7'],1.1.1.248
"#18# 1 * 36600, recombinant His-tagged enzyme, SDS-PAGE, 1 * 34050, sequence calculation, the tertiary structure comprises the typical short-chain dehydrogenase/reductase family alpha/beta folding pattern including the four additional helices alphaF-1 to alphaF-4 assumed to prevent the dimerization, modeling and analysis, overview <3>",34050.0,Papaver bracteatum,['A4UHT7'],1.1.1.248
#1# gel filtration <49>,29000.0,Staphylococcus aureus,,1.1.1.25
"#12# x * 27200, SDS-PAGE <16>",27200.0,Mycobacterium tuberculosis,,1.1.1.25
"#12# x * 27000, SDS-PAGE <35>; #64# 1 * 27000, recombinant AroE, SDS-PAGE, 1 * 27076, recombinant AroE, mass spectrometry <24>",27000.0,Mycobacterium tuberculosis,['A5U5Q2'],1.1.1.25
"#12# x * 27000, SDS-PAGE <35>; #64# 1 * 27000, recombinant AroE, SDS-PAGE, 1 * 27076, recombinant AroE, mass spectrometry <24>",27000.0,Mycobacterium tuberculosis,['A5U5Q2'],1.1.1.25
#13# gel filtration <4>,73000.0,Solanum lycopersicum,"#13# orf7, isozyme oppA1 <4>",1.1.1.25
"#15# gel filtration, 2 different isoenzymes with molecular weight about 45000 Da <12>",45000.0,Cucumis sativus,,1.1.1.25
"#16# gel filtration, 4 different isoenzymes <13>",67000.0,Capsicum annuum,,1.1.1.25
#18# gel filtration and native PAGE <20>; #54# dynamic light-scattering <39>,60000.0,Gluconobacter oxydans,['O27957'],1.1.1.25
#18# gel filtration and native PAGE <20>; #54# dynamic light-scattering <39>,60000.0,Archaeoglobus fulgidus,['O27957'],1.1.1.25
"#55# dynamic light-scattering <40>; #56,57# x * 30000, SDS-PAGE <41>; #18# 1 * 30000, native PAGE <20>; #18# 2 * 30000, native PAGE <20>",30000.0,Corynebacterium glutamicum,['A4QB65'],1.1.1.25
"#55# dynamic light-scattering <40>; #56,57# x * 30000, SDS-PAGE <41>; #18# 1 * 30000, native PAGE <20>; #18# 2 * 30000, native PAGE <20>",30000.0,Corynebacterium glutamicum,['A4QEK4'],1.1.1.25
"#55# dynamic light-scattering <40>; #56,57# x * 30000, SDS-PAGE <41>; #18# 1 * 30000, native PAGE <20>; #18# 2 * 30000, native PAGE <20>",30000.0,Corynebacterium glutamicum,['Q9WYI1'],1.1.1.25
"#55# dynamic light-scattering <40>; #56,57# x * 30000, SDS-PAGE <41>; #18# 1 * 30000, native PAGE <20>; #18# 2 * 30000, native PAGE <20>",30000.0,Corynebacterium glutamicum,['A4QB65'],1.1.1.25
"#55# dynamic light-scattering <40>; #56,57# x * 30000, SDS-PAGE <41>; #18# 1 * 30000, native PAGE <20>; #18# 2 * 30000, native PAGE <20>",30000.0,Corynebacterium glutamicum,['A4QEK4'],1.1.1.25
"#55# dynamic light-scattering <40>; #56,57# x * 30000, SDS-PAGE <41>; #18# 1 * 30000, native PAGE <20>; #18# 2 * 30000, native PAGE <20>",30000.0,Corynebacterium glutamicum,['Q9WYI1'],1.1.1.25
"#55# dynamic light-scattering <40>; #56,57# x * 30000, SDS-PAGE <41>; #18# 1 * 30000, native PAGE <20>; #18# 2 * 30000, native PAGE <20>",30000.0,Gluconobacter oxydans,['A4QB65'],1.1.1.25
"#55# dynamic light-scattering <40>; #56,57# x * 30000, SDS-PAGE <41>; #18# 1 * 30000, native PAGE <20>; #18# 2 * 30000, native PAGE <20>",30000.0,Gluconobacter oxydans,['A4QEK4'],1.1.1.25
"#55# dynamic light-scattering <40>; #56,57# x * 30000, SDS-PAGE <41>; #18# 1 * 30000, native PAGE <20>; #18# 2 * 30000, native PAGE <20>",30000.0,Gluconobacter oxydans,['Q9WYI1'],1.1.1.25
"#55# dynamic light-scattering <40>; #56,57# x * 30000, SDS-PAGE <41>; #18# 1 * 30000, native PAGE <20>; #18# 2 * 30000, native PAGE <20>",30000.0,Thermotoga maritima,['A4QB65'],1.1.1.25
"#55# dynamic light-scattering <40>; #56,57# x * 30000, SDS-PAGE <41>; #18# 1 * 30000, native PAGE <20>; #18# 2 * 30000, native PAGE <20>",30000.0,Thermotoga maritima,['A4QEK4'],1.1.1.25
"#55# dynamic light-scattering <40>; #56,57# x * 30000, SDS-PAGE <41>; #18# 1 * 30000, native PAGE <20>; #18# 2 * 30000, native PAGE <20>",30000.0,Thermotoga maritima,['Q9WYI1'],1.1.1.25
#20# gel filtration <2>,48000.0,Physcomitrium patens,,1.1.1.25
#21# gel filtration <14>,58000.0,Archaeoglobus fulgidus,"#21# gene R4CL, putative 4-coumarate coenzyme A ligase, i.e. Os02g0177600 protein <14>",1.1.1.25
"#21# 2 * 32000, SDS-PAGE, 2 * 29140, deduced from gene sequence <14>",29140.0,Archaeoglobus fulgidus,"#21# gene R4CL, putative 4-coumarate coenzyme A ligase, i.e. Os02g0177600 protein <14>",1.1.1.25
#24# gel filtration <9>,50000.0,Euterpe oleracea,,1.1.1.25
#30# molecular modeling <36>,30160.0,Bacillus anthracis,,1.1.1.25
#4# mass spectometry and calculation from DNA sequence <11>,29400.0,Escherichia coli,,1.1.1.25
#4# mass spectrometry <11>,29410.0,Escherichia coli,,1.1.1.25
"#4# 1 * 29414, mass spectrometry <11>",29414.0,Escherichia coli,,1.1.1.25
"#4# gel filtration, SDS-PAGE <3>; #21# 2 * 32000, SDS-PAGE, 2 * 29140, deduced from gene sequence <14>",32000.0,Escherichia coli,"#21# gene R4CL, putative 4-coumarate coenzyme A ligase, i.e. Os02g0177600 protein <14>",1.1.1.25
"#4# gel filtration, SDS-PAGE <3>; #21# 2 * 32000, SDS-PAGE, 2 * 29140, deduced from gene sequence <14>",32000.0,Archaeoglobus fulgidus,"#21# gene R4CL, putative 4-coumarate coenzyme A ligase, i.e. Os02g0177600 protein <14>",1.1.1.25
"#46# mutant Y211F, mass spectrometry <34>; #46# mutant Y211F, sequence analysis <34>",31000.0,Staphylococcus epidermidis RP62A,['Q5HNV1'],1.1.1.25
"#46# recombinant SDH, mass spectrometry <34>; #46# recombinant SDH, sequence analysis <34>",31010.0,Staphylococcus epidermidis RP62A,['Q5HNV1'],1.1.1.25
"#52# recombinant AroE, mass spectrometry <17>",31690.0,Methanocaldococcus jannaschii,['Q58484'],1.1.1.25
"#52# x * 31691, recombinant AroE, mass spectrometry <17>",31691.0,Methanocaldococcus jannaschii,['Q58484'],1.1.1.25
"#54# 2 * 30202, calculated <39>",30202.0,Archaeoglobus fulgidus,['O27957'],1.1.1.25
"#55# 1 * 28889, calculated <40>",28889.0,Thermotoga maritima,['Q9WYI1'],1.1.1.25
#23# disc gel electrophoresis <5>,57000.0,Pisum sativum,"#6# hoxH, beta-subunit <8>",1.1.1.25
#23# disc gel electrophoresis <5>,57000.0,Vigna mungo,"#6# hoxH, beta-subunit <8>",1.1.1.25
"#64# recombinant AroE, gel filtration <24>",58370.0,Mycobacterium tuberculosis,['A5U5Q2'],1.1.1.25
"#64# recombinant AroE, mass spectrometry <24>",54150.0,Mycobacterium tuberculosis,['A5U5Q2'],1.1.1.25
"#64# recombinant AroE, mass spectrometry <24>",27080.0,Mycobacterium tuberculosis,['A5U5Q2'],1.1.1.25
"#64# 1 * 27000, recombinant AroE, SDS-PAGE, 1 * 27076, recombinant AroE, mass spectrometry <24>",27076.0,Mycobacterium tuberculosis,['A5U5Q2'],1.1.1.25
"#2# x * 31000, SDS-PAGE <2>",31000.0,Candida tropicalis,,1.1.1.250
"#3# 6 * 27600, SDS-PAGE <3>",27600.0,Thermotoga maritima,,1.1.1.250
#3# native PAGE <3>; #4# non-denaturing PAGE <4>,164000.0,Thermotoga maritima,['Q9WYD3'],1.1.1.250
#3# native PAGE <3>; #4# non-denaturing PAGE <4>,164000.0,Thermotoga maritima,['Q9WYD3'],1.1.1.250
#4# non-denaturing PAGE <4>,320000.0,Thermotoga maritima,['Q9WYD3'],1.1.1.250
"#1# x * 37422, calculation from nucleotide sequence <1,2>",37422.0,Escherichia coli,"#1# MsbA protein, encoded by pA4997 <2>",1.1.1.251
"#2# 4 * 30000, SDS-PAGE <2>",30000.0,Pyricularia grisea,,1.1.1.252
#2# gel filtration <2>,120400.0,Pyricularia grisea,,1.1.1.252
"#2# 4 * 29900, calculation from nucleotide sequence <2>",29900.0,Pyricularia grisea,,1.1.1.252
"#2# gel filtration <3>; #2# gel filtration, D-carnitine dehydrogenase <3>",88000.0,Agrobacterium sp.,"#2# Q96HY7 i.e. E1 component of the 2-oxoadipate dehydrogenase complex, Q02218 i.e. E1 component of the 2-oxoglutarate dehydrogenase complex <3>",1.1.1.254
"#2# 3 * 28000, SDS-PAGE, laser-induced mass spectrometry <3>; #2# 3 * 28000, D-carnitine dehydrogenase, SDS-PAGE <3>",28000.0,Agrobacterium sp.,"#2# Q96HY7 i.e. E1 component of the 2-oxoadipate dehydrogenase complex, Q02218 i.e. E1 component of the 2-oxoglutarate dehydrogenase complex <3>",1.1.1.254
"#3# 3 * 29000, D-carnitine dehydrogenase, SDS-PAGE <5>",29000.0,Agrobacterium sp. 525a,,1.1.1.254
"#3# gel filtration, D-carnitine dehydrogenase <5>",86000.0,Agrobacterium sp. 525a,,1.1.1.254
"#2# PAGE and immunoblot analysis <7>; #2# 1 * 40000, SDS-PAGE <1>",40000.0,Apium graveolens,,1.1.1.255
#2# gel filtration <2>,43000.0,Apium graveolens,,1.1.1.255
#4# SDS-PAGE <12>,35000.0,Apium graveolens,['Q38707'],1.1.1.255
#1# gel filtration <2>,102000.0,Comamonas testosteroni,#1# large subunit and small subunit 1 <2>; #1# large subunit and small subunit 2 <1>,1.1.1.257
"#1# 2 * 51000, SDS-PAGE <2>",51000.0,Comamonas testosteroni,#1# large subunit and small subunit 1 <2>; #1# large subunit and small subunit 2 <1>,1.1.1.257
#12# thin-layer gel filtration <1>,180000.0,Pseudomonas fluorescens,,1.1.1.26
"#13# recombinant His-tagged enzyme, gel filtration <15>",77200.0,Rhizobium etli,,1.1.1.26
"#13# 2 * 37000, recombinant His-tagged enzyme, SDS-PAGE, 2 * 38420, recombinant His-tagged enzyme, MALDI-TOF mass spectrometry <15>",38420.0,Rhizobium etli,,1.1.1.26
"#19# 2 * 37000, SDS-PAGE <20>; #13# 2 * 37000, recombinant His-tagged enzyme, SDS-PAGE, 2 * 38420, recombinant His-tagged enzyme, MALDI-TOF mass spectrometry <15>",37000.0,Thermococcus litoralis,['Q9C4M5'],1.1.1.26
"#19# 2 * 37000, SDS-PAGE <20>; #13# 2 * 37000, recombinant His-tagged enzyme, SDS-PAGE, 2 * 38420, recombinant His-tagged enzyme, MALDI-TOF mass spectrometry <15>",37000.0,Rhizobium etli,['Q9C4M5'],1.1.1.26
#19# non-denaturimg gradient PAGE <20>,76000.0,Thermococcus litoralis,['Q9C4M5'],1.1.1.26
"#19# 2 * 36807, calculated from sequence <20>",36807.0,Thermococcus litoralis,['Q9C4M5'],1.1.1.26
"#2# 1 * 40000, SDS-PAGE <10>",40000.0,Homo sapiens,,1.1.1.26
#2# calculation from DNA sequence and non-denaturing PAGE <10>,,Homo sapiens,,1.1.1.26
"#6# 2 * 38000, cytosolic enzyme with preference for hydroxypyruvate as substrate <11>",38000.0,Spinacia oleracea,"#6# isozyme 1T <4,7,8,11>",1.1.1.26
#6# cytosolic enzyme with preference for hydroxypyruvate as substrate <11>,70000.0,Spinacia oleracea,"#6# isozyme 1T <4,7,8,11>",1.1.1.26
#6# peroxisomal enzyme with preference for hydroxypyruvate as substrate <11>,90000.0,Spinacia oleracea,"#6# isozyme 1T <4,7,8,11>",1.1.1.26
#6# cytosolic enzyme <11>,125000.0,Spinacia oleracea,"#6# isozyme 1T <4,7,8,11>",1.1.1.26
"#6# 4 * 33000, cytosolic enzyme <11>",33000.0,Spinacia oleracea,"#6# isozyme 1T <4,7,8,11>",1.1.1.26
"#11# 1 * 43000, SDS-PAGE <14>",43000.0,Methanocaldococcus jannaschii,['Q58122'],1.1.1.261
#11# gel filtration <14>,44000.0,Methanocaldococcus jannaschii,['Q58122'],1.1.1.261
"#3# gel filtration <3,5>",302000.0,Methanothermobacter thermautotrophicus,#3# MPDH2 <2>,1.1.1.261
"#8# 2 * 38000, SDS-PAGE <8>; #3# 8 * 38000, SDS-PAGE <3,5>",38000.0,Methanothermobacter thermautotrophicus,#3# MPDH2 <2>,1.1.1.261
"#8# 2 * 38000, SDS-PAGE <8>; #3# 8 * 38000, SDS-PAGE <3,5>",38000.0,Aeropyrum pernix,#3# MPDH2 <2>,1.1.1.261
#8# gel filtration <8>,72400.0,Aeropyrum pernix,,1.1.1.261
#9# SDS-PAGE <11>,35000.0,Sulfurisphaera tokodaii,,1.1.1.261
"#1# x * 34000, about, SDS-PAGE <5>",34000.0,Mus musculus,,1.1.1.263
"#2# 1 * 38000, SDS-PAGE <1>",38000.0,Sus scrofa,#2# protein comprises a small N-terminal LPMO10 module named LPMO10A followed by a family 5/12 CBM and a C-terminal GH18 module <1>,1.1.1.263
#2# gel filtration <1>,35000.0,Sus scrofa,#2# protein comprises a small N-terminal LPMO10 module named LPMO10A followed by a family 5/12 CBM and a C-terminal GH18 module <1>,1.1.1.263
#6# SDS-PAGE <3>,40000.0,Ensifer adhaerens,,1.1.1.263
#6# gel filtration <3>,38200.0,Ensifer adhaerens,,1.1.1.263
#6# MALDI-TOF-MS <3>,35100.0,Ensifer adhaerens,,1.1.1.263
#3# gel filtration <3>,110000.0,Gluconobacter oxydans,,1.1.1.264
"#3# 4 * 25000, SDS-PAGE <3>",25000.0,Gluconobacter oxydans,,1.1.1.264
#1# gel filtration <3>,37000.0,Saccharomyces cerevisiae,"#1# ent-kaurene oxidase 2 <1,2,3>",1.1.1.265
#10# gel filtration <5>,108000.0,Zymomonas mobilis,,1.1.1.267
"#10# 2 * 39000, SDS-PAGE <5>",39000.0,Zymomonas mobilis,,1.1.1.267
#11# sequence analysis <7>,43500.0,Mentha x piperita,#11# tetrathionate reductase subunit A <1>,1.1.1.267
#12# sequence analysis <57>,50970.0,Hevea brasiliensis,,1.1.1.267
#13# PAGE <12>,75000.0,Synechocystis sp.,,1.1.1.267
"#13# x * 42500, SDS-PAGE <12>",42500.0,Synechocystis sp.,,1.1.1.267
#16# gel filtration <65>,94000.0,Francisella tularensis,,1.1.1.267
"#16# 2 * 42700, calculated <65>",42700.0,Francisella tularensis,,1.1.1.267
#2# gel filtration <8>,150000.0,Escherichia coli,,1.1.1.267
"#2# 4 * 42000, SDS-PAGE <8>",42000.0,Escherichia coli,,1.1.1.267
"#24# x * 54000, recombinant enzyme, SDS-PAGE <33>",54000.0,Plectranthus barbatus,['Q6R3F4'],1.1.1.267
"#26,34# x * 51000, SDS-PAGE <44>",51000.0,Hevea brasiliensis,['A1KXW2'],1.1.1.267
"#26,34# x * 51000, SDS-PAGE <44>",51000.0,Hevea brasiliensis,['Q0GYS3'],1.1.1.267
"#26,34# x * 51000, SDS-PAGE <44>",51000.0,Hevea brasiliensis,['A9ZN08'],1.1.1.267
"#26,34# x * 51000, SDS-PAGE <44>",51000.0,Hevea brasiliensis,['A1KXW2'],1.1.1.267
"#26,34# x * 51000, SDS-PAGE <44>",51000.0,Hevea brasiliensis,['Q0GYS3'],1.1.1.267
"#26,34# x * 51000, SDS-PAGE <44>",51000.0,Hevea brasiliensis,['A9ZN08'],1.1.1.267
"#26,34# x * 51000, SDS-PAGE <44>",51000.0,Hevea brasiliensis,['A1KXW2'],1.1.1.267
"#26,34# x * 51000, SDS-PAGE <44>",51000.0,Hevea brasiliensis,['Q0GYS3'],1.1.1.267
"#26,34# x * 51000, SDS-PAGE <44>",51000.0,Hevea brasiliensis,['A9ZN08'],1.1.1.267
"#30# x * 51300, calculated <48>",51300.0,Rauvolfia verticillata,['Q1L7P3'],1.1.1.267
"#32# X * 51600, calculated <40>",51600.0,Salvia miltiorrhiza,['A0A1F2'],1.1.1.267
"#33# x * 51400, calculated <43>",51400.0,Camptotheca acuminata,['A1XG19'],1.1.1.267
"#4# x * 76400, calculated <45>",76400.0,Glycine max,,1.1.1.267
"#44# 2 * 41700, calculated and crystallization data <41>",41700.0,Mycobacterium tuberculosis,['P9WNS1'],1.1.1.267
,51859.0,Aquilaria sinensis,['A0A059VDA9'],1.1.1.267
"#50# x * 43100, calculated <83>",43100.0,Yersinia pestis,['Q8ZH62'],1.1.1.267
"#7# x * 45000, recombinant His-tagged enzyme, SDS-PAGE <28>; #19# x * 45000, about, recombinant His6-tagged enzyme, SDS-PAGE <71>",45000.0,Mycobacterium tuberculosis,"#7# aldo-keto reductase family 1 member C2, AKR1C2 <11>",1.1.1.267
"#7# x * 45000, recombinant His-tagged enzyme, SDS-PAGE <28>; #19# x * 45000, about, recombinant His6-tagged enzyme, SDS-PAGE <71>",45000.0,Toxoplasma gondii,"#7# aldo-keto reductase family 1 member C2, AKR1C2 <11>",1.1.1.267
#9# gel filtration <10>,63000.0,Plasmodium falciparum,,1.1.1.267
"#9# x * 47000, SDS-PAGE <61>",47000.0,Plasmodium falciparum,,1.1.1.267
#1# gel filtration <2>,63900.0,Xanthobacter sp.,,1.1.1.268
"#98# gel filtration <32>; #54# ultracentrifugal studies <4>; #55# tetramer, gel filtration <28>",140000.0,Lactococcus cremoris,,1.1.1.27
"#98# gel filtration <32>; #54# ultracentrifugal studies <4>; #55# tetramer, gel filtration <28>",140000.0,Oryctolagus cuniculus,,1.1.1.27
"#98# gel filtration <32>; #54# ultracentrifugal studies <4>; #55# tetramer, gel filtration <28>",140000.0,Thermotoga maritima,,1.1.1.27
"#98# gel filtration <32>; #54# ultracentrifugal studies <4>; #55# tetramer, gel filtration <28>",140000.0,Saduria entomon,,1.1.1.27
"#111# monomer, sedimentation velocity <53>",77000.0,Cryptosporidium parvum,['Q9GT92'],1.1.1.27
#131# sequence analysis <105>,35200.0,Taenia asiatica,,1.1.1.27
#134# antibodies <100>,39200.0,Toxoplasma gondii,['P90613'],1.1.1.27
#135# antibodies <100>,39900.0,Toxoplasma gondii,['Q27797'],1.1.1.27
"#17# x * 40000, oligomer, SDS-PAGE <21>",40000.0,Acinetobacter calcoaceticus,,1.1.1.27
"#17# above, gel filtration <21>",670000.0,Acinetobacter calcoaceticus,,1.1.1.27
